模板名称,模板类型(中),模板类型(英),模板类型Key,模板ID,是否自定义,单元Key,单元中文名,单元英文名,采集间隔(s),数据类型,采集范围,字段Key,字段中文名,字段英文名,字段单位,值类型,支持告警阈值,说明(中文)
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","nfs","NFS 信息","NFS Info","300","table","1","ShareID","编号","ID","","字符串","是","NFS编号。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","nfs","NFS 信息","NFS Info","300","table","1","SharePath","共享路径","Share Path","","字符串","是","NFS的共享路径。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","BussType","功能类型","Buss Type","","字符串","是","节点的功能类型。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","Firmware","固件版本","Firmware","","字符串","是","节点固件的版本。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","FrameNum","机架名","Frame Num","","字符串","是","机架名称。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","HealthStatus","健康状态","Health Status","","字符串","是","节点的健康状态。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","Manufacturer","制造商","Manufacturer","","字符串","是","节点的制造商。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","NodeID","节点ID","ID","","字符串","是","节点的ID。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","NodeName","节点名称","Name","","字符串","是","节点的名称。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","NodeType","节点类型","Node Type","","字符串","是","节点的类型。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","RunStatus","运行状态","Run Status","","字符串","是","节点的运行状态。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","node","节点信息","Node Info","300","table","1","SlotNum","槽位号","Slot Num","","字符串","是","槽位号码。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","AdvisorThreshold","建议阈值","Advisor Threshold","MB","数值","是","建议阈值，对容量配额，单位是GB，文件数配额，单位是K个。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","AvailCapacity","可用容量","Avail Quota","MB","数值","是","可用值，对容量配额，单位是GB，文件数配额，单位是K个。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","DataType","配额类型","Data Type","","字符串","是","指定配额限制容量或文件数。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","ExtendTime","超时时间","Extend Time","","数值","是","软阈值超过多少天后限制写入。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","FilePath","文件路径","File Path","","字符串","是","配额的路径。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","HardThreshold","硬阈值","Hard Threshold","MB","数值","是","硬阈值，对容量配额，单位是GB，文件数配额，单位是K个。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","QuotaID","ID","ID","","字符串","是","ID。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","QuotaName","名称","Name","","字符串","是","用户名或组名。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","SoftThreshold","软阈值","Soft Threshold","MB","数值","是","软阈值，对容量配额，单位是GB，文件数配额，单位是K个。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","Type","类型","Type","","字符串","是","配额类型，包括计算配额和强制配额。计算配额只计算用户空间使用情况，不作阈值限制。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","quota","配额信息","Quota Info","300","table","1","UsedCapacity","已用容量","Used Quota","MB","数值","是","已用值，对容量配额，单位是GB，文件数配额，单位是K个。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","sysinfo","分布式文件系统信息","System Info","300","table","1","Domain","域名","Domain","","字符串","是","文件系统的域名。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","sysinfo","分布式文件系统信息","System Info","300","table","1","MsgID","ID","ID","","字符串","是","分布式文件系统的ID。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","sysinfo","分布式文件系统信息","System Info","300","table","1","NameInfo","名称","Name","","字符串","是","分布式文件系统的名称。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","sysinfo","分布式文件系统信息","System Info","300","table","1","SizeInfo","大小","Size","MB","数值","是","文件系统的大小。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","sysinfo","分布式文件系统信息","System Info","300","table","1","StateInfo","状态","State","","字符串","是","文件系统的状态。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","sysinfo","分布式文件系统信息","System Info","300","table","1","UsedInfo","已用空间","Used","MB","数值","是","文件系统的已用空间。"
"HW OceanStor 9000","HW OceanStor 9000","HW OceanStor 9000","hw9000","209760028721545","否","AvailableData","可用性","Availability","60","","3","AvailabilityData","协议连接","Protocol Connection","","字符串","是","测试IP对应资源的协议连接。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","array","阵列信息","Array Information","300","row","3","arrayHealthState","磁盘阵列健康状况","Array Health Status","","字符串","是","设备磁盘阵列的健康状况。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","array","阵列信息","Array Information","300","row","3","arrayName","磁盘阵列名称","Array Name","","字符串","是","设备磁盘阵列的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","array","阵列信息","Array Information","300","row","3","arrayOperStatus","磁盘阵列运行状态","Array Operational Status","","字符串","是","设备磁盘阵列的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","array","阵列信息","Array Information","300","row","3","arraySN","磁盘阵列序列号","Array SN","","字符串","是","设备磁盘阵列的序列号。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","basic","基本信息","Basic Information","300","row","3","name","设备型号","Model","","字符串","是","存储设备的型号。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","basic","基本信息","Basic Information","300","row","3","vendor","厂商","Vendor","","字符串","是","设备厂商信息。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","basic","基本信息","Basic Information","300","row","3","version","版本","Version","","字符串","是","设备的管理控制器代码版本。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","chassisInfo","磁盘框信息","Chassis Information","300","table","1","chassisHealthState","磁盘框健康状况","Chassis Health Status","","字符串","是","磁盘框的健康状况。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","chassisInfo","磁盘框信息","Chassis Information","300","table","1","chassisManufacturer","磁盘框制造商","Chassis Manufacturer","","字符串","是","磁盘框的制造商。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","chassisInfo","磁盘框信息","Chassis Information","300","table","1","chassisModel","磁盘框型号","Chassis Model","","字符串","是","磁盘框的型号。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","chassisInfo","磁盘框信息","Chassis Information","300","table","1","chassisName","磁盘框名称","Chassis Name","","字符串","是","磁盘框的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","chassisInfo","磁盘框信息","Chassis Information","300","table","1","chassisOperStatus","磁盘框运行状态","Chassis Operational Status","","字符串","是","磁盘框的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","chassisInfo","磁盘框信息","Chassis Information","300","table","1","chassisSN","磁盘框序列号","Chassis SN","","字符串","是","磁盘框的序列号。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","chassisInfo","磁盘框信息","Chassis Information","300","table","1","chassisType","磁盘框类型","Chassis Type","","字符串","是","磁盘框的类型。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlHealthState","控制器健康状况","Controller Health Status","","字符串","是","控制器的健康情况。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlIpAddress","IP地址","IP Address","","字符串","是","控制器的IP地址。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlIsMaster","是否主控","Is Master","","字符串","是","控制器是否主控制器。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlName","控制器名称","Controller Name","","字符串","是","控制器的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlOperStatus","控制器运行状态","Controller Operational Status","","字符串","是","控制器的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","diskInfo","磁盘信息","Disk Information","300","table","1","diskBlockSize","块大小","Block Size","B","数值","是","虚拟磁盘的块容量大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","diskInfo","磁盘信息","Disk Information","300","table","1","diskConsumableSize","磁盘已分配空间","Disk Consumable Size","MB","数值","是","虚拟磁盘已经分配可使用的空间大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","diskInfo","磁盘信息","Disk Information","300","table","1","diskName","磁盘名称","Disk Name","","字符串","是","虚拟磁盘的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","diskInfo","磁盘信息","Disk Information","300","table","1","diskOperStatus","磁盘运行状态","Disk Operational Status","","字符串","是","虚拟磁盘的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","diskInfo","磁盘信息","Disk Information","300","table","1","diskSize","磁盘容量","Disk Size","MB","数值","是","虚拟磁盘的容量大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","fanInfo","风扇信息","Fan Information","300","table","1","fanHealthState","风扇健康状况","Fan Health Status","","字符串","是","风扇的健康情况。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","fanInfo","风扇信息","Fan Information","300","table","1","fanName","风扇名称","Fan Name","","字符串","是","风扇的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","fanInfo","风扇信息","Fan Information","300","table","1","fanOperStatus","风扇运行状态","Fan Operational Status","","字符串","是","风扇的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","fcPortInfo","FC接口信息","FC Port Information","300","table","1","fcPortName","FC接口名称","FC Port Name","","字符串","是","FC接口的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","fcPortInfo","FC接口信息","FC Port Information","300","table","1","fcPortNumber","FC接口号","FC Port Number","","字符串","是","FC接口号。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","fcPortInfo","FC接口信息","FC Port Information","300","table","1","fcPortOperStatus","FC接口运行状态","FC Port Operational Status","","字符串","是","FC接口的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","fcPortInfo","FC接口信息","FC Port Information","300","table","1","fcPortType","FC接口类型","FC Port Type","","字符串","是","接口的链路技术。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolHealthState","存储池健康状况","Pool Health Status","","字符串","是","存储池的健康状况。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolId","存储池ID","Pool ID","","字符串","是","存储池的ID。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolName","存储池名称","Pool Name","","字符串","是","存储池的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolOperStatus","存储池运行状态","Pool Operational Status","","字符串","是","存储池的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolPrimordial","初始化","Primordial","","字符串","是","存储池是否初始化。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolRemainManagedSpace","可使用空间","Remain Managed Space","MB","数值","是","存储池的可使用空间大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolTotalManagedSpace","总空间","Total Managed Space","MB","数值","是","存储池的总空间大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolUsage","存储池使用率","Usage Ratio","%","数值","是","存储池的使用率。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","poolInfo","存储池信息","Storage Pool Information","300","table","1","poolUsedSpace","已使用容量","Used Space","MB","数值","是","存储池的已使用空间大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","psuInfo","电源信息","Power Supply Information","300","table","1","psuHealthState","电源健康状况","Power Health Status","","字符串","是","电源的健康情况。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","psuInfo","电源信息","Power Supply Information","300","table","1","psuName","电源名称","Power Name","","字符串","是","电源的名称。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","psuInfo","电源信息","Power Supply Information","300","table","1","psuOperStatus","电源运行状态","Power Operational Status","","字符串","是","电源的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","psuInfo","电源信息","Power Supply Information","300","table","1","psuTotalOutputPower","电源输出","Total Output Power","MilliWatts","数值","是","电源的输出。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","volumnInfo","存储卷信息","Storage Volume Information","300","table","1","volBlockSize","块大小","Block Size","B","数值","是","存储卷的块容量大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","volumnInfo","存储卷信息","Storage Volume Information","300","table","1","volConsumableSize","已分配容量","Volume Consumable Size","MB","数值","是","存储卷已经分配可使用的空间大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","volumnInfo","存储卷信息","Storage Volume Information","300","table","1","volDataRedundancy","数据冗余数","Data Redundancy","","数值","是","存储卷的数据冗余数。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","volumnInfo","存储卷信息","Storage Volume Information","300","table","1","volName","存储卷ID","Volume ID","","字符串","是","存储卷的ID。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","volumnInfo","存储卷信息","Storage Volume Information","300","table","1","volOperStatus","存储卷运行状态","Volume Operational Status","","字符串","是","存储卷的运行状态。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","volumnInfo","存储卷信息","Storage Volume Information","300","table","1","volSize","存储卷容量","Volume Size","MB","数值","是","存储卷的容量大小。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","volumnInfo","存储卷信息","Storage Volume Information","300","table","1","volWWN","WWN","WWN","","字符串","是","存储卷的WWN。"
"HW OceanStor S3900","HW OceanStor S3900","HW OceanStor S3900","hws3900","209760028721547","否","AvailableData","可用性","Availability","60","","3","AvailabilityData","协议连接","Protocol Connection","","字符串","是","测试IP对应资源的协议连接。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","battery","电池信息","Battery Infomation","300","table","1","Manufacturer","制造商","Manufacturer","","字符串","是","电池的制造商信息。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","battery","电池信息","Battery Infomation","300","table","1","Model","型号","Model","","字符串","是","电池的型号。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","battery","电池信息","Battery Infomation","300","table","1","SerialNumber","序列号","Serial Number","","字符串","是","电池的序列号。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batterySensor","电池传感器","Battery Sensor","300","table","1","HealthState","温度传感器健康状态","Health Status of Temperature Sensor","","字符串","是","电池所配备的温度传感器健康状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batterySensor","电池传感器","Battery Sensor","300","table","1","idf","idf","idf","","字符串","是","idf。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batterySensor","电池传感器","Battery Sensor","300","table","1","OperationalStatus","温度传感器运行状态","Operational Status of Temperature Sensor","","字符串","是","电池所配备的温度传感器运行状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batterySensor","电池传感器","Battery Sensor","300","table","1","SensorType","温度传感器类型","Type of Temperature Sensor","","字符串","是","电池所配备的温度传感器类型。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batterySensor","电池传感器","Battery Sensor","300","table","1","SystemName","名称","Name","","字符串","是","名称。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batteryState","电池状态","Battery State","300","table","1","ElementName","名称","Name","","字符串","是","电池的名称。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batteryState","电池状态","Battery State","300","table","1","HealthState","健康状况","Health Status","","字符串","是","电池的健康情况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batteryState","电池状态","Battery State","300","table","1","idf","idf","idf","","字符串","是","电池的idf。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","batteryState","电池状态","Battery State","300","table","1","OperationalStatus","运行状况","Operational Status","","字符串","是","电池的运行状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDrive","磁盘信息","Disk Infomation","300","table","1","Description","描述","Description","","字符串","是","磁盘的大小描述。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDrive","磁盘信息","Disk Infomation","300","table","1","HealthState","健康状况","Health Status","","字符串","是","磁盘的健康状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDrive","磁盘信息","Disk Infomation","300","table","1","Name","名称","Name","","字符串","是","磁盘的名称。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDrive","磁盘信息","Disk Infomation","300","table","1","OperationalStatus","运行状况","Operational Status","","字符串","是","磁盘的运行状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDrive","磁盘信息","Disk Infomation","300","table","1","SerialNumber","序列号","Serial Number","","字符串","是","磁盘的序列号。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDriveStatisticalData","磁盘统计信息","Disk Statistical Information","300","table","1","ElementName","名称","Name","","字符串","是","磁盘的名称。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDriveStatisticalData","磁盘统计信息","Disk Statistical Information","300","table","1","KBytesReadSpeed","数据读取速率","Read Data Speed","Kbps","数值","是","磁盘的数据读取速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDriveStatisticalData","磁盘统计信息","Disk Statistical Information","300","table","1","KBytesTransferredSpeed","数据传输速率","Transferred Data Speed","Kbps","数值","是","磁盘的数据传输速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDriveStatisticalData","磁盘统计信息","Disk Statistical Information","300","table","1","KBytesWrittenSpeed","数据写入速率","Written Data Speed","Kbps","数值","是","磁盘的数据写入速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDriveStatisticalData","磁盘统计信息","Disk Statistical Information","300","table","1","ReadIOsSpeed","IO读速率","IO Read Speed","tps","数值","是","磁盘的IO读速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDriveStatisticalData","磁盘统计信息","Disk Statistical Information","300","table","1","TotalIOsSpeed","IO速率","IO Speed","tps","数值","是","磁盘的IO速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","diskDriveStatisticalData","磁盘统计信息","Disk Statistical Information","300","table","1","WriteIOsSpeed","IO写速率","IO Write Speed","tps","数值","是","磁盘的IO写速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","Captioninfo","描述","Caption","","字符串","是","当前应用的描述信息。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","ElementName","名称","Name","","字符串","是","端口的名称。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","HealthState","健康状况","Health Status","","字符串","是","端口的健康状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","LinkTechnology","链路技术","Link Technology","","字符串","是","端口的链路技术。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","MaxSpeed","最大速率","Max Speed","bps","数值","是","端口的最大速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","OperationalStatus","运行状况","Operational Status","","字符串","是","端口的运行状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","PortNumber","接口号","Port Number","","字符串","是","端口的接口号。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","PortType","端口类型","Port Type","","字符串","是","端口的类型。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","Speed","速率","Current Speed","bps","数值","是","端口的最大速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","fcPort","端口信息","Port Information","300","table","3","Wwninfo","WWN","WWN","","字符串","是","端口的WWN信息。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storagePool","存储池信息","Pool Information","300","table","1","OperationalStatus","运行状况","Operational Status","","字符串","是","存储池的运行状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storagePool","存储池信息","Pool Information","300","table","1","PoolID","存储池ID","Pool ID","","字符串","是","存储池的ID。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storagePool","存储池信息","Pool Information","300","table","1","RaidLevel","RAID类型","RAID Level","","字符串","是","存储池的RAID类型。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storagePool","存储池信息","Pool Information","300","table","1","RemainingManagedSpace","剩余容量","Remaining Size","B","数值","是","存储池的剩余可用空间。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storagePool","存储池信息","Pool Information","300","table","1","TotalManagedSpace","总容量","Total Size","B","数值","是","存储池的总空间大小。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storagePool","存储池信息","Pool Information","300","table","1","UsingManagedSpace","已使用容量","Using Size","B","数值","是","存储池的已用空间。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storagePool","存储池信息","Pool Information","300","table","1","Utilization","使用率","Utilization","%","数值","是","存储池的利用率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","BlockSize","块大小","Block Size","B","数值","是","存储卷分块的大小。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","ConsumableBlocks","已分配容量","Consumable Size","B","数值","是","存储卷已经分配可使用的空间大小。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","ElementName","名称","Name","","字符串","是","存储卷的名称。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","HealthState","健康状况","Health Status","","字符串","是","存储卷的健康状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","NumberOfBlocks","总容量","Total Size","B","数值","是","存储卷的容量大小。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","OperationalStatus","运行状况","Operational Status","","字符串","是","存储卷的运行状况。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","OwningController","所属控制器","Owning Controller","","字符串","是","存储卷所属的控制器。"
